index,key,dataset,method,model,trainer,train_size,fold,seed,status
66,16Ta76Gyf,isruc_sg3,Fish20,usleep,usleep,4,6,42,done
67,16Ta76Gyf,isruc_sg3,Fish20,usleep,usleep,4,7,42,done
68,16Ta76Gyf,isruc_sg3,Fish20,usleep,usleep,4,8,42,done
69,16Ta76Gyf,isruc_sg3,Fish20,usleep,usleep,4,9,42,pending
70,SwwVML8t,isruc_sg3,Fish20,usleep,usleep,,0,42,pending
71,SwwVML8t,isruc_sg3,Fish20,usleep,usleep,,1,42,done
72,SwwVML8t,isruc_sg3,Fish20,usleep,usleep,,2,42,pending
73,SwwVML8t,isruc_sg3,Fish20,usleep,usleep,,3,42,pending
74,SwwVML8t,isruc_sg3,Fish20,usleep,usleep,,4,42,done
75,SwwVML8t,isruc_sg3,Fish20,usleep,usleep,,5,42,done
76,SwwVML8t,isruc_sg3,Fish20,usleep,usleep,,6,42,done
77,SwwVML8t,isruc_sg3,Fish20,usleep,usleep,,7,42,done
78,SwwVML8t,isruc_sg3,Fish20,usleep,usleep,,8,42,done
79,SwwVML8t,isruc_sg3,Fish20,usleep,usleep,,9,42,pending
80,a0TW9j1w,isruc_sg3,Fish50,usleep,usleep,4,0,42,pending
81,a0TW9j1w,isruc_sg3,Fish50,usleep,usleep,4,1,42,done
82,a0TW9j1w,isruc_sg3,Fish50,usleep,usleep,4,2,42,done
83,a0TW9j1w,isruc_sg3,Fish50,usleep,usleep,4,3,42,done
84,a0TW9j1w,isruc_sg3,Fish50,usleep,usleep,4,4,42,done
85,a0TW9j1w,isruc_sg3,Fish50,usleep,usleep,4,5,42,done
86,a0TW9j1w,isruc_sg3,Fish50,usleep,usleep,4,6,42,done
87,a0TW9j1w,isruc_sg3,Fish50,usleep,usleep,4,7,42,done
88,a0TW9j1w,isruc_sg3,Fish50,usleep,usleep,4,8,42,done
89,a0TW9j1w,isruc_sg3,Fish50,usleep,usleep,4,9,42,done
90,H7BvNozs,isruc_sg3,Fish50,usleep,usleep,,0,42,pending
91,H7BvNozs,isruc_sg3,Fish50,usleep,usleep,,1,42,pending
92,H7BvNozs,isruc_sg3,Fish50,usleep,usleep,,2,42,pending
93,H7BvNozs,isruc_sg3,Fish50,usleep,usleep,,3,42,pending
94,H7BvNozs,isruc_sg3,Fish50,usleep,usleep,,4,42,done
95,H7BvNozs,isruc_sg3,Fish50,usleep,usleep,,5,42,done
96,H7BvNozs,isruc_sg3,Fish50,usleep,usleep,,6,42,done
97,H7BvNozs,isruc_sg3,Fish50,usleep,usleep,,7,42,done
98,H7BvNozs,isruc_sg3,Fish50,usleep,usleep,,8,42,done
99,H7BvNozs,isruc_sg3,Fish50,usleep,usleep,,9,42,done
100,LI5VVhRq,isruc_sg3,Full,usleep,usleep,4,0,42,done
101,LI5VVhRq,isruc_sg3,Full,usleep,usleep,4,1,42,done
102,LI5VVhRq,isruc_sg3,Full,usleep,usleep,4,2,42,done
103,LI5VVhRq,isruc_sg3,Full,usleep,usleep,4,3,42,done
104,LI5VVhRq,isruc_sg3,Full,usleep,usleep,4,4,42,done
105,LI5VVhRq,isruc_sg3,Full,usleep,usleep,4,5,42,done
106,LI5VVhRq,isruc_sg3,Full,usleep,usleep,4,6,42,done
107,LI5VVhRq,isruc_sg3,Full,usleep,usleep,4,7,42,done
108,LI5VVhRq,isruc_sg3,Full,usleep,usleep,4,8,42,done
109,LI5VVhRq,isruc_sg3,Full,usleep,usleep,4,9,42,done
110,fXaHRThM,isruc_sg3,Full,usleep,usleep,,0,42,done
111,fXaHRThM,isruc_sg3,Full,usleep,usleep,,1,42,done
112,fXaHRThM,isruc_sg3,Full,usleep,usleep,,2,42,done
113,fXaHRThM,isruc_sg3,Full,usleep,usleep,,3,42,done
114,fXaHRThM,isruc_sg3,Full,usleep,usleep,,4,42,done
115,fXaHRThM,isruc_sg3,Full,usleep,usleep,,5,42,done
116,fXaHRThM,isruc_sg3,Full,usleep,usleep,,6,42,done
117,fXaHRThM,isruc_sg3,Full,usleep,usleep,,7,42,done
118,fXaHRThM,isruc_sg3,Full,usleep,usleep,,8,42,done
119,fXaHRThM,isruc_sg3,Full,usleep,usleep,,9,42,done
120,12inpBLlE,isruc_sg3,LoRA10,usleep,usleep,4,0,42,done
121,12inpBLlE,isruc_sg3,LoRA10,usleep,usleep,4,1,42,done
122,12inpBLlE,isruc_sg3,LoRA10,usleep,usleep,4,2,42,done
123,12inpBLlE,isruc_sg3,LoRA10,usleep,usleep,4,3,42,done
124,12inpBLlE,isruc_sg3,LoRA10,usleep,usleep,4,4,42,done
125,12inpBLlE,isruc_sg3,LoRA10,usleep,usleep,4,5,42,done
126,12inpBLlE,isruc_sg3,LoRA10,usleep,usleep,4,6,42,done
127,12inpBLlE,isruc_sg3,LoRA10,usleep,usleep,4,7,42,done
128,12inpBLlE,isruc_sg3,LoRA10,usleep,usleep,4,8,42,done
129,12inpBLlE,isruc_sg3,LoRA10,usleep,usleep,4,9,42,done
130,m5x7T5Yn,isruc_sg3,LoRA10,usleep,usleep,,0,42,done
131,m5x7T5Yn,isruc_sg3,LoRA10,usleep,usleep,,1,42,done
132,m5x7T5Yn,isruc_sg3,LoRA10,usleep,usleep,,2,42,done
133,m5x7T5Yn,isruc_sg3,LoRA10,usleep,usleep,,3,42,done
134,m5x7T5Yn,isruc_sg3,LoRA10,usleep,usleep,,4,42,done
135,m5x7T5Yn,isruc_sg3,LoRA10,usleep,usleep,,5,42,done
136,m5x7T5Yn,isruc_sg3,LoRA10,usleep,usleep,,6,42,done
137,m5x7T5Yn,isruc_sg3,LoRA10,usleep,usleep,,7,42,done
138,m5x7T5Yn,isruc_sg3,LoRA10,usleep,usleep,,8,42,done
139,m5x7T5Yn,isruc_sg3,LoRA10,usleep,usleep,,9,42,done
140,t3XQoV40,isruc_sg3,LoRA20,usleep,usleep,4,0,42,done
141,t3XQoV40,isruc_sg3,LoRA20,usleep,usleep,4,1,42,done
142,t3XQoV40,isruc_sg3,LoRA20,usleep,usleep,4,2,42,done
143,t3XQoV40,isruc_sg3,LoRA20,usleep,usleep,4,3,42,done
144,t3XQoV40,isruc_sg3,LoRA20,usleep,usleep,4,4,42,done
145,t3XQoV40,isruc_sg3,LoRA20,usleep,usleep,4,5,42,done
146,t3XQoV40,isruc_sg3,LoRA20,usleep,usleep,4,6,42,done
147,t3XQoV40,isruc_sg3,LoRA20,usleep,usleep,4,7,42,done
148,t3XQoV40,isruc_sg3,LoRA20,usleep,usleep,4,8,42,done
149,t3XQoV40,isruc_sg3,LoRA20,usleep,usleep,4,9,42,done
150,sy8MncOr,isruc_sg3,LoRA20,usleep,usleep,,0,42,done
151,sy8MncOr,isruc_sg3,LoRA20,usleep,usleep,,1,42,done
152,sy8MncOr,isruc_sg3,LoRA20,usleep,usleep,,2,42,done
153,sy8MncOr,isruc_sg3,LoRA20,usleep,usleep,,3,42,done
154,sy8MncOr,isruc_sg3,LoRA20,usleep,usleep,,4,42,done
155,sy8MncOr,isruc_sg3,LoRA20,usleep,usleep,,5,42,done
156,sy8MncOr,isruc_sg3,LoRA20,usleep,usleep,,6,42,done
157,sy8MncOr,isruc_sg3,LoRA20,usleep,usleep,,7,42,done
158,sy8MncOr,isruc_sg3,LoRA20,usleep,usleep,,8,42,done
159,sy8MncOr,isruc_sg3,LoRA20,usleep,usleep,,9,42,done
160,wgueSACc,isruc_sg3,LoRA50,usleep,usleep,4,0,42,done
161,wgueSACc,isruc_sg3,LoRA50,usleep,usleep,4,1,42,done
162,wgueSACc,isruc_sg3,LoRA50,usleep,usleep,4,2,42,done
163,wgueSACc,isruc_sg3,LoRA50,usleep,usleep,4,3,42,done
164,wgueSACc,isruc_sg3,LoRA50,usleep,usleep,4,4,42,done
165,wgueSACc,isruc_sg3,LoRA50,usleep,usleep,4,5,42,done
166,wgueSACc,isruc_sg3,LoRA50,usleep,usleep,4,6,42,done
167,wgueSACc,isruc_sg3,LoRA50,usleep,usleep,4,7,42,done
168,wgueSACc,isruc_sg3,LoRA50,usleep,usleep,4,8,42,done
169,wgueSACc,isruc_sg3,LoRA50,usleep,usleep,4,9,42,done
170,1bWWffwIr,isruc_sg3,LoRA50,usleep,usleep,,0,42,done
171,1bWWffwIr,isruc_sg3,LoRA50,usleep,usleep,,1,42,done
172,1bWWffwIr,isruc_sg3,LoRA50,usleep,usleep,,2,42,done
173,1bWWffwIr,isruc_sg3,LoRA50,usleep,usleep,,3,42,done
174,1bWWffwIr,isruc_sg3,LoRA50,usleep,usleep,,4,42,done
175,1bWWffwIr,isruc_sg3,LoRA50,usleep,usleep,,5,42,done
176,1bWWffwIr,isruc_sg3,LoRA50,usleep,usleep,,6,42,done
177,1bWWffwIr,isruc_sg3,LoRA50,usleep,usleep,,7,42,done
178,1bWWffwIr,isruc_sg3,LoRA50,usleep,usleep,,8,42,done
179,1bWWffwIr,isruc_sg3,LoRA50,usleep,usleep,,9,42,done
180,ak6qTG7J,isruc_sg3,PCA10,usleep,usleep,4,0,42,done
181,ak6qTG7J,isruc_sg3,PCA10,usleep,usleep,4,1,42,done
182,ak6qTG7J,isruc_sg3,PCA10,usleep,usleep,4,2,42,done
183,ak6qTG7J,isruc_sg3,PCA10,usleep,usleep,4,3,42,done
184,ak6qTG7J,isruc_sg3,PCA10,usleep,usleep,4,4,42,done
185,ak6qTG7J,isruc_sg3,PCA10,usleep,usleep,4,5,42,done
186,ak6qTG7J,isruc_sg3,PCA10,usleep,usleep,4,6,42,done
187,ak6qTG7J,isruc_sg3,PCA10,usleep,usleep,4,7,42,done
188,ak6qTG7J,isruc_sg3,PCA10,usleep,usleep,4,8,42,done
189,ak6qTG7J,isruc_sg3,PCA10,usleep,usleep,4,9,42,done
190,ygywkh08,isruc_sg3,PCA10,usleep,usleep,,0,42,done
191,ygywkh08,isruc_sg3,PCA10,usleep,usleep,,1,42,done
192,ygywkh08,isruc_sg3,PCA10,usleep,usleep,,2,42,done
193,ygywkh08,isruc_sg3,PCA10,usleep,usleep,,3,42,done
194,ygywkh08,isruc_sg3,PCA10,usleep,usleep,,4,42,done
195,ygywkh08,isruc_sg3,PCA10,usleep,usleep,,5,42,done
196,ygywkh08,isruc_sg3,PCA10,usleep,usleep,,6,42,done
197,ygywkh08,isruc_sg3,PCA10,usleep,usleep,,7,42,done
198,ygywkh08,isruc_sg3,PCA10,usleep,usleep,,8,42,done
199,ygywkh08,isruc_sg3,PCA10,usleep,usleep,,9,42,done
200,1fto3Ghm8,isruc_sg3,PCA20,usleep,usleep,4,0,42,done
201,1fto3Ghm8,isruc_sg3,PCA20,usleep,usleep,4,1,42,done
202,1fto3Ghm8,isruc_sg3,PCA20,usleep,usleep,4,2,42,done
203,1fto3Ghm8,isruc_sg3,PCA20,usleep,usleep,4,3,42,done
204,1fto3Ghm8,isruc_sg3,PCA20,usleep,usleep,4,4,42,done
205,1fto3Ghm8,isruc_sg3,PCA20,usleep,usleep,4,5,42,done
206,1fto3Ghm8,isruc_sg3,PCA20,usleep,usleep,4,6,42,done
207,1fto3Ghm8,isruc_sg3,PCA20,usleep,usleep,4,7,42,done
208,1fto3Ghm8,isruc_sg3,PCA20,usleep,usleep,4,8,42,done
209,1fto3Ghm8,isruc_sg3,PCA20,usleep,usleep,4,9,42,done
210,JB7Qcqjk,isruc_sg3,PCA20,usleep,usleep,,0,42,done
211,JB7Qcqjk,isruc_sg3,PCA20,usleep,usleep,,1,42,done
212,JB7Qcqjk,isruc_sg3,PCA20,usleep,usleep,,2,42,done
213,JB7Qcqjk,isruc_sg3,PCA20,usleep,usleep,,3,42,done
214,JB7Qcqjk,isruc_sg3,PCA20,usleep,usleep,,4,42,done
215,JB7Qcqjk,isruc_sg3,PCA20,usleep,usleep,,5,42,done
216,JB7Qcqjk,isruc_sg3,PCA20,usleep,usleep,,6,42,done
217,JB7Qcqjk,isruc_sg3,PCA20,usleep,usleep,,7,42,done
218,JB7Qcqjk,isruc_sg3,PCA20,usleep,usleep,,8,42,done
219,JB7Qcqjk,isruc_sg3,PCA20,usleep,usleep,,9,42,done
220,JKPq9JSq,isruc_sg3,PCA50,usleep,usleep,4,0,42,done
221,JKPq9JSq,isruc_sg3,PCA50,usleep,usleep,4,1,42,done
222,JKPq9JSq,isruc_sg3,PCA50,usleep,usleep,4,2,42,done
223,JKPq9JSq,isruc_sg3,PCA50,usleep,usleep,4,3,42,done
224,JKPq9JSq,isruc_sg3,PCA50,usleep,usleep,4,4,42,done
225,JKPq9JSq,isruc_sg3,PCA50,usleep,usleep,4,5,42,done
226,JKPq9JSq,isruc_sg3,PCA50,usleep,usleep,4,6,42,done
227,JKPq9JSq,isruc_sg3,PCA50,usleep,usleep,4,7,42,done
228,JKPq9JSq,isruc_sg3,PCA50,usleep,usleep,4,8,42,done
229,JKPq9JSq,isruc_sg3,PCA50,usleep,usleep,4,9,42,done
230,fkbaVjDl,isruc_sg3,PCA50,usleep,usleep,,0,42,done
231,fkbaVjDl,isruc_sg3,PCA50,usleep,usleep,,1,42,done
232,fkbaVjDl,isruc_sg3,PCA50,usleep,usleep,,2,42,done
233,fkbaVjDl,isruc_sg3,PCA50,usleep,usleep,,3,42,done
234,fkbaVjDl,isruc_sg3,PCA50,usleep,usleep,,4,42,done
235,fkbaVjDl,isruc_sg3,PCA50,usleep,usleep,,5,42,done
236,fkbaVjDl,isruc_sg3,PCA50,usleep,usleep,,6,42,done
237,fkbaVjDl,isruc_sg3,PCA50,usleep,usleep,,7,42,done
238,fkbaVjDl,isruc_sg3,PCA50,usleep,usleep,,8,42,done
239,fkbaVjDl,isruc_sg3,PCA50,usleep,usleep,,9,42,done
240,xBpuOGFB,isruc_sg3,PCL10,usleep,usleep,4,0,42,done
241,xBpuOGFB,isruc_sg3,PCL10,usleep,usleep,4,1,42,done
242,xBpuOGFB,isruc_sg3,PCL10,usleep,usleep,4,2,42,done
243,xBpuOGFB,isruc_sg3,PCL10,usleep,usleep,4,3,42,done
244,xBpuOGFB,isruc_sg3,PCL10,usleep,usleep,4,4,42,done
245,xBpuOGFB,isruc_sg3,PCL10,usleep,usleep,4,5,42,done
246,xBpuOGFB,isruc_sg3,PCL10,usleep,usleep,4,6,42,done
247,xBpuOGFB,isruc_sg3,PCL10,usleep,usleep,4,7,42,done
248,xBpuOGFB,isruc_sg3,PCL10,usleep,usleep,4,8,42,done
249,xBpuOGFB,isruc_sg3,PCL10,usleep,usleep,4,9,42,done
250,fc6YigNf,isruc_sg3,PCL10,usleep,usleep,,0,42,done
251,fc6YigNf,isruc_sg3,PCL10,usleep,usleep,,1,42,done
252,fc6YigNf,isruc_sg3,PCL10,usleep,usleep,,2,42,done
253,fc6YigNf,isruc_sg3,PCL10,usleep,usleep,,3,42,done
254,fc6YigNf,isruc_sg3,PCL10,usleep,usleep,,4,42,done
255,fc6YigNf,isruc_sg3,PCL10,usleep,usleep,,5,42,done
256,fc6YigNf,isruc_sg3,PCL10,usleep,usleep,,6,42,done
257,fc6YigNf,isruc_sg3,PCL10,usleep,usleep,,7,42,done
258,fc6YigNf,isruc_sg3,PCL10,usleep,usleep,,8,42,done
259,fc6YigNf,isruc_sg3,PCL10,usleep,usleep,,9,42,done
260,tQ1rZuDC,isruc_sg3,PCL20,usleep,usleep,4,0,42,done
261,tQ1rZuDC,isruc_sg3,PCL20,usleep,usleep,4,1,42,done
262,tQ1rZuDC,isruc_sg3,PCL20,usleep,usleep,4,2,42,done
263,tQ1rZuDC,isruc_sg3,PCL20,usleep,usleep,4,3,42,done
264,tQ1rZuDC,isruc_sg3,PCL20,usleep,usleep,4,4,42,done
265,tQ1rZuDC,isruc_sg3,PCL20,usleep,usleep,4,5,42,done
266,tQ1rZuDC,isruc_sg3,PCL20,usleep,usleep,4,6,42,done
267,tQ1rZuDC,isruc_sg3,PCL20,usleep,usleep,4,7,42,done
268,tQ1rZuDC,isruc_sg3,PCL20,usleep,usleep,4,8,42,done
269,tQ1rZuDC,isruc_sg3,PCL20,usleep,usleep,4,9,42,done
270,z48tVNAj,isruc_sg3,PCL20,usleep,usleep,,0,42,done
271,z48tVNAj,isruc_sg3,PCL20,usleep,usleep,,1,42,done
272,z48tVNAj,isruc_sg3,PCL20,usleep,usleep,,2,42,done
273,z48tVNAj,isruc_sg3,PCL20,usleep,usleep,,3,42,done
274,z48tVNAj,isruc_sg3,PCL20,usleep,usleep,,4,42,done
275,z48tVNAj,isruc_sg3,PCL20,usleep,usleep,,5,42,done
276,z48tVNAj,isruc_sg3,PCL20,usleep,usleep,,6,42,done
277,z48tVNAj,isruc_sg3,PCL20,usleep,usleep,,7,42,done
278,z48tVNAj,isruc_sg3,PCL20,usleep,usleep,,8,42,done
279,z48tVNAj,isruc_sg3,PCL20,usleep,usleep,,9,42,done
280,173ZFf4U2,isruc_sg3,PCL50,usleep,usleep,4,0,42,done
281,173ZFf4U2,isruc_sg3,PCL50,usleep,usleep,4,1,42,done
282,173ZFf4U2,isruc_sg3,PCL50,usleep,usleep,4,2,42,done
283,173ZFf4U2,isruc_sg3,PCL50,usleep,usleep,4,3,42,done
284,173ZFf4U2,isruc_sg3,PCL50,usleep,usleep,4,4,42,done
285,173ZFf4U2,isruc_sg3,PCL50,usleep,usleep,4,5,42,done
286,173ZFf4U2,isruc_sg3,PCL50,usleep,usleep,4,6,42,done
287,173ZFf4U2,isruc_sg3,PCL50,usleep,usleep,4,7,42,done
288,173ZFf4U2,isruc_sg3,PCL50,usleep,usleep,4,8,42,done
289,173ZFf4U2,isruc_sg3,PCL50,usleep,usleep,4,9,42,done
290,LgynJ9at,isruc_sg3,PCL50,usleep,usleep,,0,42,done
291,LgynJ9at,isruc_sg3,PCL50,usleep,usleep,,1,42,done
292,LgynJ9at,isruc_sg3,PCL50,usleep,usleep,,2,42,done
293,LgynJ9at,isruc_sg3,PCL50,usleep,usleep,,3,42,done
294,LgynJ9at,isruc_sg3,PCL50,usleep,usleep,,4,42,done
295,LgynJ9at,isruc_sg3,PCL50,usleep,usleep,,5,42,done
296,LgynJ9at,isruc_sg3,PCL50,usleep,usleep,,6,42,done
297,LgynJ9at,isruc_sg3,PCL50,usleep,usleep,,7,42,done
298,LgynJ9at,isruc_sg3,PCL50,usleep,usleep,,8,42,done
299,LgynJ9at,isruc_sg3,PCL50,usleep,usleep,,9,42,done
300,KxKBRBW2,isruc_sg3,SCA10,usleep,usleep,4,0,42,done
301,KxKBRBW2,isruc_sg3,SCA10,usleep,usleep,4,1,42,done
302,KxKBRBW2,isruc_sg3,SCA10,usleep,usleep,4,2,42,done
303,KxKBRBW2,isruc_sg3,SCA10,usleep,usleep,4,3,42,done
304,KxKBRBW2,isruc_sg3,SCA10,usleep,usleep,4,4,42,done
305,KxKBRBW2,isruc_sg3,SCA10,usleep,usleep,4,5,42,done
306,KxKBRBW2,isruc_sg3,SCA10,usleep,usleep,4,6,42,done
307,KxKBRBW2,isruc_sg3,SCA10,usleep,usleep,4,7,42,done
308,KxKBRBW2,isruc_sg3,SCA10,usleep,usleep,4,8,42,done
309,KxKBRBW2,isruc_sg3,SCA10,usleep,usleep,4,9,42,done
310,1ebJ26vmA,isruc_sg3,SCA10,usleep,usleep,,0,42,done
311,1ebJ26vmA,isruc_sg3,SCA10,usleep,usleep,,1,42,done
312,1ebJ26vmA,isruc_sg3,SCA10,usleep,usleep,,2,42,done
313,1ebJ26vmA,isruc_sg3,SCA10,usleep,usleep,,3,42,done
314,1ebJ26vmA,isruc_sg3,SCA10,usleep,usleep,,4,42,done
315,1ebJ26vmA,isruc_sg3,SCA10,usleep,usleep,,5,42,done
316,1ebJ26vmA,isruc_sg3,SCA10,usleep,usleep,,6,42,done
317,1ebJ26vmA,isruc_sg3,SCA10,usleep,usleep,,7,42,done
318,1ebJ26vmA,isruc_sg3,SCA10,usleep,usleep,,8,42,done
319,1ebJ26vmA,isruc_sg3,SCA10,usleep,usleep,,9,42,done
320,khc1KKTm,isruc_sg3,SCA20,usleep,usleep,4,0,42,done
321,khc1KKTm,isruc_sg3,SCA20,usleep,usleep,4,1,42,done
322,khc1KKTm,isruc_sg3,SCA20,usleep,usleep,4,2,42,done
323,khc1KKTm,isruc_sg3,SCA20,usleep,usleep,4,3,42,done
324,khc1KKTm,isruc_sg3,SCA20,usleep,usleep,4,4,42,done
325,khc1KKTm,isruc_sg3,SCA20,usleep,usleep,4,5,42,done
326,khc1KKTm,isruc_sg3,SCA20,usleep,usleep,4,6,42,done
327,khc1KKTm,isruc_sg3,SCA20,usleep,usleep,4,7,42,done
328,khc1KKTm,isruc_sg3,SCA20,usleep,usleep,4,8,42,done
329,khc1KKTm,isruc_sg3,SCA20,usleep,usleep,4,9,42,done
330,weW5G5Hc,isruc_sg3,SCA20,usleep,usleep,,0,42,done
331,weW5G5Hc,isruc_sg3,SCA20,usleep,usleep,,1,42,done
332,weW5G5Hc,isruc_sg3,SCA20,usleep,usleep,,2,42,done
333,weW5G5Hc,isruc_sg3,SCA20,usleep,usleep,,3,42,done
334,weW5G5Hc,isruc_sg3,SCA20,usleep,usleep,,4,42,done
335,weW5G5Hc,isruc_sg3,SCA20,usleep,usleep,,5,42,done
336,weW5G5Hc,isruc_sg3,SCA20,usleep,usleep,,6,42,done
337,weW5G5Hc,isruc_sg3,SCA20,usleep,usleep,,7,42,done
338,weW5G5Hc,isruc_sg3,SCA20,usleep,usleep,,8,42,done
339,weW5G5Hc,isruc_sg3,SCA20,usleep,usleep,,9,42,done
340,17SBQbF4D,isruc_sg3,SCA50,usleep,usleep,4,0,42,done
341,17SBQbF4D,isruc_sg3,SCA50,usleep,usleep,4,1,42,done
342,17SBQbF4D,isruc_sg3,SCA50,usleep,usleep,4,2,42,done
343,17SBQbF4D,isruc_sg3,SCA50,usleep,usleep,4,3,42,done
344,17SBQbF4D,isruc_sg3,SCA50,usleep,usleep,4,4,42,done
345,17SBQbF4D,isruc_sg3,SCA50,usleep,usleep,4,5,42,done
346,17SBQbF4D,isruc_sg3,SCA50,usleep,usleep,4,6,42,done
347,17SBQbF4D,isruc_sg3,SCA50,usleep,usleep,4,7,42,done
348,17SBQbF4D,isruc_sg3,SCA50,usleep,usleep,4,8,42,done
349,17SBQbF4D,isruc_sg3,SCA50,usleep,usleep,4,9,42,done
350,VHkcfMy2,isruc_sg3,SCA50,usleep,usleep,,0,42,done
351,VHkcfMy2,isruc_sg3,SCA50,usleep,usleep,,1,42,done
352,VHkcfMy2,isruc_sg3,SCA50,usleep,usleep,,2,42,done
