index,key,dataset,method,model,trainer,train_size,fold,seed,status
112,vyJftBia,dod_h,LoRA20,usleep,usleep,8,2,42,pending
113,vyJftBia,dod_h,LoRA20,usleep,usleep,8,3,42,pending
114,vyJftBia,dod_h,LoRA20,usleep,usleep,8,4,42,pending
115,A6XXpiYR,dod_h,LoRA20,usleep,usleep,,0,42,pending
116,A6XXpiYR,dod_h,LoRA20,usleep,usleep,,1,42,pending
117,A6XXpiYR,dod_h,LoRA20,usleep,usleep,,2,42,pending
118,A6XXpiYR,dod_h,LoRA20,usleep,usleep,,3,42,pending
119,A6XXpiYR,dod_h,LoRA20,usleep,usleep,,4,42,pending
120,11lCXYPSm,dod_h,LoRA50,usleep,usleep,4,0,42,pending
121,11lCXYPSm,dod_h,LoRA50,usleep,usleep,4,1,42,pending
122,11lCXYPSm,dod_h,LoRA50,usleep,usleep,4,2,42,pending
123,11lCXYPSm,dod_h,LoRA50,usleep,usleep,4,3,42,pending
124,11lCXYPSm,dod_h,LoRA50,usleep,usleep,4,4,42,pending
125,brBhDfiO,dod_h,LoRA50,usleep,usleep,8,0,42,pending
126,brBhDfiO,dod_h,LoRA50,usleep,usleep,8,1,42,pending
127,brBhDfiO,dod_h,LoRA50,usleep,usleep,8,2,42,pending
128,brBhDfiO,dod_h,LoRA50,usleep,usleep,8,3,42,pending
129,brBhDfiO,dod_h,LoRA50,usleep,usleep,8,4,42,pending
130,12LLSr6yM,dod_h,LoRA50,usleep,usleep,,0,42,pending
131,12LLSr6yM,dod_h,LoRA50,usleep,usleep,,1,42,pending
132,12LLSr6yM,dod_h,LoRA50,usleep,usleep,,2,42,pending
133,12LLSr6yM,dod_h,LoRA50,usleep,usleep,,3,42,pending
134,12LLSr6yM,dod_h,LoRA50,usleep,usleep,,4,42,pending
135,pVSvY8xR,dod_h,PCA10,usleep,usleep,4,0,42,pending
136,pVSvY8xR,dod_h,PCA10,usleep,usleep,4,1,42,pending
137,pVSvY8xR,dod_h,PCA10,usleep,usleep,4,2,42,pending
138,pVSvY8xR,dod_h,PCA10,usleep,usleep,4,3,42,pending
139,pVSvY8xR,dod_h,PCA10,usleep,usleep,4,4,42,pending
140,UbRMvlKM,dod_h,PCA10,usleep,usleep,8,0,42,pending
141,UbRMvlKM,dod_h,PCA10,usleep,usleep,8,1,42,pending
142,UbRMvlKM,dod_h,PCA10,usleep,usleep,8,2,42,pending
143,UbRMvlKM,dod_h,PCA10,usleep,usleep,8,3,42,pending
144,UbRMvlKM,dod_h,PCA10,usleep,usleep,8,4,42,pending
145,1afmF51QM,dod_h,PCA10,usleep,usleep,,0,42,pending
146,1afmF51QM,dod_h,PCA10,usleep,usleep,,1,42,pending
147,1afmF51QM,dod_h,PCA10,usleep,usleep,,2,42,pending
148,1afmF51QM,dod_h,PCA10,usleep,usleep,,3,42,pending
149,1afmF51QM,dod_h,PCA10,usleep,usleep,,4,42,pending
150,Vyz6qHSY,dod_h,PCA20,usleep,usleep,4,0,42,pending
151,Vyz6qHSY,dod_h,PCA20,usleep,usleep,4,1,42,pending
152,Vyz6qHSY,dod_h,PCA20,usleep,usleep,4,2,42,pending
153,Vyz6qHSY,dod_h,PCA20,usleep,usleep,4,3,42,pending
154,Vyz6qHSY,dod_h,PCA20,usleep,usleep,4,4,42,pending
155,1dPZHLopR,dod_h,PCA20,usleep,usleep,8,0,42,pending
156,1dPZHLopR,dod_h,PCA20,usleep,usleep,8,1,42,pending
157,1dPZHLopR,dod_h,PCA20,usleep,usleep,8,2,42,pending
158,1dPZHLopR,dod_h,PCA20,usleep,usleep,8,3,42,pending
159,1dPZHLopR,dod_h,PCA20,usleep,usleep,8,4,42,pending
160,BaIZynwW,dod_h,PCA20,usleep,usleep,,0,42,pending
161,BaIZynwW,dod_h,PCA20,usleep,usleep,,1,42,pending
162,BaIZynwW,dod_h,PCA20,usleep,usleep,,2,42,pending
163,BaIZynwW,dod_h,PCA20,usleep,usleep,,3,42,pending
164,BaIZynwW,dod_h,PCA20,usleep,usleep,,4,42,pending
165,1anW2SeFr,dod_h,PCA50,usleep,usleep,4,0,42,pending
166,1anW2SeFr,dod_h,PCA50,usleep,usleep,4,1,42,pending
167,1anW2SeFr,dod_h,PCA50,usleep,usleep,4,2,42,pending
168,1anW2SeFr,dod_h,PCA50,usleep,usleep,4,3,42,pending
169,1anW2SeFr,dod_h,PCA50,usleep,usleep,4,4,42,pending
170,Wiqu2Ysf,dod_h,PCA50,usleep,usleep,8,0,42,pending
171,Wiqu2Ysf,dod_h,PCA50,usleep,usleep,8,1,42,pending
172,Wiqu2Ysf,dod_h,PCA50,usleep,usleep,8,2,42,pending
173,Wiqu2Ysf,dod_h,PCA50,usleep,usleep,8,3,42,pending
174,Wiqu2Ysf,dod_h,PCA50,usleep,usleep,8,4,42,pending
175,UExDGs3e,dod_h,PCA50,usleep,usleep,,0,42,pending
176,UExDGs3e,dod_h,PCA50,usleep,usleep,,1,42,pending
177,UExDGs3e,dod_h,PCA50,usleep,usleep,,2,42,pending
178,UExDGs3e,dod_h,PCA50,usleep,usleep,,3,42,pending
179,UExDGs3e,dod_h,PCA50,usleep,usleep,,4,42,pending
180,LRcSqV26,dod_h,PCL10,usleep,usleep,4,0,42,pending
181,LRcSqV26,dod_h,PCL10,usleep,usleep,4,1,42,pending
182,LRcSqV26,dod_h,PCL10,usleep,usleep,4,2,42,pending
183,LRcSqV26,dod_h,PCL10,usleep,usleep,4,3,42,pending
184,LRcSqV26,dod_h,PCL10,usleep,usleep,4,4,42,pending
185,cU1sEtSk,dod_h,PCL10,usleep,usleep,8,0,42,pending
186,cU1sEtSk,dod_h,PCL10,usleep,usleep,8,1,42,pending
187,cU1sEtSk,dod_h,PCL10,usleep,usleep,8,2,42,pending
188,cU1sEtSk,dod_h,PCL10,usleep,usleep,8,3,42,pending
189,cU1sEtSk,dod_h,PCL10,usleep,usleep,8,4,42,pending
190,1dLbxCtjf,dod_h,PCL10,usleep,usleep,,0,42,pending
191,1dLbxCtjf,dod_h,PCL10,usleep,usleep,,1,42,pending
192,1dLbxCtjf,dod_h,PCL10,usleep,usleep,,2,42,pending
193,1dLbxCtjf,dod_h,PCL10,usleep,usleep,,3,42,pending
194,1dLbxCtjf,dod_h,PCL10,usleep,usleep,,4,42,pending
195,ZngZ7TEq,dod_h,PCL20,usleep,usleep,4,0,42,pending
196,ZngZ7TEq,dod_h,PCL20,usleep,usleep,4,1,42,pending
197,ZngZ7TEq,dod_h,PCL20,usleep,usleep,4,2,42,pending
198,ZngZ7TEq,dod_h,PCL20,usleep,usleep,4,3,42,pending
199,ZngZ7TEq,dod_h,PCL20,usleep,usleep,4,4,42,pending
200,AFytMpz2,dod_h,PCL20,usleep,usleep,8,0,42,pending
201,AFytMpz2,dod_h,PCL20,usleep,usleep,8,1,42,pending
202,AFytMpz2,dod_h,PCL20,usleep,usleep,8,2,42,pending
203,AFytMpz2,dod_h,PCL20,usleep,usleep,8,3,42,pending
204,AFytMpz2,dod_h,PCL20,usleep,usleep,8,4,42,pending
205,vIz9RTyk,dod_h,PCL20,usleep,usleep,,0,42,pending
206,vIz9RTyk,dod_h,PCL20,usleep,usleep,,1,42,pending
207,vIz9RTyk,dod_h,PCL20,usleep,usleep,,2,42,pending
208,vIz9RTyk,dod_h,PCL20,usleep,usleep,,3,42,pending
209,vIz9RTyk,dod_h,PCL20,usleep,usleep,,4,42,pending
210,11Gsjkpef,dod_h,PCL50,usleep,usleep,4,0,42,pending
211,11Gsjkpef,dod_h,PCL50,usleep,usleep,4,1,42,pending
212,11Gsjkpef,dod_h,PCL50,usleep,usleep,4,2,42,pending
213,11Gsjkpef,dod_h,PCL50,usleep,usleep,4,3,42,pending
214,11Gsjkpef,dod_h,PCL50,usleep,usleep,4,4,42,pending
215,gZiM2e0P,dod_h,PCL50,usleep,usleep,8,0,42,pending
216,gZiM2e0P,dod_h,PCL50,usleep,usleep,8,1,42,pending
217,gZiM2e0P,dod_h,PCL50,usleep,usleep,8,2,42,pending
218,gZiM2e0P,dod_h,PCL50,usleep,usleep,8,3,42,pending
219,gZiM2e0P,dod_h,PCL50,usleep,usleep,8,4,42,pending
220,12Y8OMsIO,dod_h,PCL50,usleep,usleep,,0,42,pending
221,12Y8OMsIO,dod_h,PCL50,usleep,usleep,,1,42,pending
222,12Y8OMsIO,dod_h,PCL50,usleep,usleep,,2,42,pending
223,12Y8OMsIO,dod_h,PCL50,usleep,usleep,,3,42,pending
224,12Y8OMsIO,dod_h,PCL50,usleep,usleep,,4,42,pending
225,0itWCl6V,dod_h,SCA10,usleep,usleep,4,0,42,pending
226,0itWCl6V,dod_h,SCA10,usleep,usleep,4,1,42,pending
227,0itWCl6V,dod_h,SCA10,usleep,usleep,4,2,42,pending
228,0itWCl6V,dod_h,SCA10,usleep,usleep,4,3,42,pending
229,0itWCl6V,dod_h,SCA10,usleep,usleep,4,4,42,pending
230,Mz102oB3,dod_h,SCA10,usleep,usleep,8,0,42,pending
231,Mz102oB3,dod_h,SCA10,usleep,usleep,8,1,42,pending
232,Mz102oB3,dod_h,SCA10,usleep,usleep,8,2,42,pending
233,Mz102oB3,dod_h,SCA10,usleep,usleep,8,3,42,pending
234,Mz102oB3,dod_h,SCA10,usleep,usleep,8,4,42,pending
235,75TYe9tY,dod_h,SCA10,usleep,usleep,,0,42,pending
236,75TYe9tY,dod_h,SCA10,usleep,usleep,,1,42,pending
237,75TYe9tY,dod_h,SCA10,usleep,usleep,,2,42,pending
238,75TYe9tY,dod_h,SCA10,usleep,usleep,,3,42,pending
239,75TYe9tY,dod_h,SCA10,usleep,usleep,,4,42,pending
240,or6Xur8h,dod_h,SCA20,usleep,usleep,4,0,42,pending
241,or6Xur8h,dod_h,SCA20,usleep,usleep,4,1,42,pending
242,or6Xur8h,dod_h,SCA20,usleep,usleep,4,2,42,pending
243,or6Xur8h,dod_h,SCA20,usleep,usleep,4,3,42,pending
244,or6Xur8h,dod_h,SCA20,usleep,usleep,4,4,42,pending
245,11dvE0nhm,dod_h,SCA20,usleep,usleep,8,0,42,pending
246,11dvE0nhm,dod_h,SCA20,usleep,usleep,8,1,42,pending
247,11dvE0nhm,dod_h,SCA20,usleep,usleep,8,2,42,pending
248,11dvE0nhm,dod_h,SCA20,usleep,usleep,8,3,42,pending
249,11dvE0nhm,dod_h,SCA20,usleep,usleep,8,4,42,pending
250,c5jeqFWP,dod_h,SCA20,usleep,usleep,,0,42,pending
251,c5jeqFWP,dod_h,SCA20,usleep,usleep,,1,42,pending
252,c5jeqFWP,dod_h,SCA20,usleep,usleep,,2,42,pending
253,c5jeqFWP,dod_h,SCA20,usleep,usleep,,3,42,pending
254,c5jeqFWP,dod_h,SCA20,usleep,usleep,,4,42,pending
255,xxOdCcIv,dod_h,SCA50,usleep,usleep,4,0,42,pending
256,xxOdCcIv,dod_h,SCA50,usleep,usleep,4,1,42,pending
257,xxOdCcIv,dod_h,SCA50,usleep,usleep,4,2,42,pending
258,xxOdCcIv,dod_h,SCA50,usleep,usleep,4,3,42,pending
259,xxOdCcIv,dod_h,SCA50,usleep,usleep,4,4,42,pending
260,xSImh8pt,dod_h,SCA50,usleep,usleep,8,0,42,pending
261,xSImh8pt,dod_h,SCA50,usleep,usleep,8,1,42,pending
262,xSImh8pt,dod_h,SCA50,usleep,usleep,8,2,42,pending
263,xSImh8pt,dod_h,SCA50,usleep,usleep,8,3,42,pending
264,xSImh8pt,dod_h,SCA50,usleep,usleep,8,4,42,pending
265,1eT2L3qNu,dod_h,SCA50,usleep,usleep,,0,42,pending
266,1eT2L3qNu,dod_h,SCA50,usleep,usleep,,1,42,pending
267,1eT2L3qNu,dod_h,SCA50,usleep,usleep,,2,42,pending
268,1eT2L3qNu,dod_h,SCA50,usleep,usleep,,3,42,pending
269,1eT2L3qNu,dod_h,SCA50,usleep,usleep,,4,42,pending
270,SUuGXYPR,dod_h,SCL10,usleep,usleep,4,0,42,pending
271,SUuGXYPR,dod_h,SCL10,usleep,usleep,4,1,42,pending
272,SUuGXYPR,dod_h,SCL10,usleep,usleep,4,2,42,pending
273,SUuGXYPR,dod_h,SCL10,usleep,usleep,4,3,42,pending
274,SUuGXYPR,dod_h,SCL10,usleep,usleep,4,4,42,pending
275,Muah94Vy,dod_h,SCL10,usleep,usleep,8,0,42,pending
276,Muah94Vy,dod_h,SCL10,usleep,usleep,8,1,42,pending
277,Muah94Vy,dod_h,SCL10,usleep,usleep,8,2,42,pending
278,Muah94Vy,dod_h,SCL10,usleep,usleep,8,3,42,pending
279,Muah94Vy,dod_h,SCL10,usleep,usleep,8,4,42,pending
280,VpGl93fr,dod_h,SCL10,usleep,usleep,,0,42,pending
281,VpGl93fr,dod_h,SCL10,usleep,usleep,,1,42,pending
282,VpGl93fr,dod_h,SCL10,usleep,usleep,,2,42,pending
283,VpGl93fr,dod_h,SCL10,usleep,usleep,,3,42,pending
284,VpGl93fr,dod_h,SCL10,usleep,usleep,,4,42,pending
285,17ojnYoK3,dod_h,SCL20,usleep,usleep,4,0,42,pending
286,17ojnYoK3,dod_h,SCL20,usleep,usleep,4,1,42,pending
287,17ojnYoK3,dod_h,SCL20,usleep,usleep,4,2,42,pending
288,17ojnYoK3,dod_h,SCL20,usleep,usleep,4,3,42,pending
289,17ojnYoK3,dod_h,SCL20,usleep,usleep,4,4,42,pending
290,tQExMvsb,dod_h,SCL20,usleep,usleep,8,0,42,pending
291,tQExMvsb,dod_h,SCL20,usleep,usleep,8,1,42,pending
292,tQExMvsb,dod_h,SCL20,usleep,usleep,8,2,42,pending
293,tQExMvsb,dod_h,SCL20,usleep,usleep,8,3,42,pending
294,tQExMvsb,dod_h,SCL20,usleep,usleep,8,4,42,pending
295,iFRATw1V,dod_h,SCL20,usleep,usleep,,0,42,pending
296,iFRATw1V,dod_h,SCL20,usleep,usleep,,1,42,pending
297,iFRATw1V,dod_h,SCL20,usleep,usleep,,2,42,pending
298,iFRATw1V,dod_h,SCL20,usleep,usleep,,3,42,pending
299,iFRATw1V,dod_h,SCL20,usleep,usleep,,4,42,pending
300,zW4CoswJ,dod_h,SCL50,usleep,usleep,4,0,42,pending
301,zW4CoswJ,dod_h,SCL50,usleep,usleep,4,1,42,pending
302,zW4CoswJ,dod_h,SCL50,usleep,usleep,4,2,42,pending
303,zW4CoswJ,dod_h,SCL50,usleep,usleep,4,3,42,pending
304,zW4CoswJ,dod_h,SCL50,usleep,usleep,4,4,42,pending
305,sEiSXI8S,dod_h,SCL50,usleep,usleep,8,0,42,pending
306,sEiSXI8S,dod_h,SCL50,usleep,usleep,8,1,42,pending
307,sEiSXI8S,dod_h,SCL50,usleep,usleep,8,2,42,pending
308,sEiSXI8S,dod_h,SCL50,usleep,usleep,8,3,42,pending
309,sEiSXI8S,dod_h,SCL50,usleep,usleep,8,4,42,pending
310,fELNrzh3,dod_h,SCL50,usleep,usleep,,0,42,pending
311,fELNrzh3,dod_h,SCL50,usleep,usleep,,1,42,pending
312,fELNrzh3,dod_h,SCL50,usleep,usleep,,2,42,pending
313,fELNrzh3,dod_h,SCL50,usleep,usleep,,3,42,pending
314,fELNrzh3,dod_h,SCL50,usleep,usleep,,4,42,pending
315,y7GOuWkH,dod_h,SegCls,usleep,usleep,4,0,42,pending
316,y7GOuWkH,dod_h,SegCls,usleep,usleep,4,1,42,pending
317,y7GOuWkH,dod_h,SegCls,usleep,usleep,4,2,42,pending
318,y7GOuWkH,dod_h,SegCls,usleep,usleep,4,3,42,pending
319,y7GOuWkH,dod_h,SegCls,usleep,usleep,4,4,42,pending
320,g7zzfxc2,dod_h,SegCls,usleep,usleep,8,0,42,pending
321,g7zzfxc2,dod_h,SegCls,usleep,usleep,8,1,42,pending
322,g7zzfxc2,dod_h,SegCls,usleep,usleep,8,2,42,pending
323,g7zzfxc2,dod_h,SegCls,usleep,usleep,8,3,42,pending
324,g7zzfxc2,dod_h,SegCls,usleep,usleep,8,4,42,pending
325,q0HHYn80,dod_h,SegCls,usleep,usleep,,0,42,pending
326,q0HHYn80,dod_h,SegCls,usleep,usleep,,1,42,pending
327,q0HHYn80,dod_h,SegCls,usleep,usleep,,2,42,pending
328,q0HHYn80,dod_h,SegCls,usleep,usleep,,3,42,pending
329,q0HHYn80,dod_h,SegCls,usleep,usleep,,4,42,pending
