index,key,dataset,method,model,trainer,train_size,fold,seed,status
35,5ViLgjfv,dod_o,BatchNorm,usleep,usleep,,3,42,done
36,5ViLgjfv,dod_o,BatchNorm,usleep,usleep,,4,42,done
37,5ViLgjfv,dod_o,BatchNorm,usleep,usleep,,5,42,done
38,5ViLgjfv,dod_o,BatchNorm,usleep,usleep,,6,42,done
39,5ViLgjfv,dod_o,BatchNorm,usleep,usleep,,7,42,done
40,1aj9dvi8D,dod_o,BitFit,usleep,usleep,4,0,42,done
41,1aj9dvi8D,dod_o,BitFit,usleep,usleep,4,1,42,done
42,1aj9dvi8D,dod_o,BitFit,usleep,usleep,4,2,42,done
43,1aj9dvi8D,dod_o,BitFit,usleep,usleep,4,3,42,done
44,1aj9dvi8D,dod_o,BitFit,usleep,usleep,4,4,42,done
45,1aj9dvi8D,dod_o,BitFit,usleep,usleep,4,5,42,done
46,1aj9dvi8D,dod_o,BitFit,usleep,usleep,4,6,42,done
47,1aj9dvi8D,dod_o,BitFit,usleep,usleep,4,7,42,done
48,CBikkfoa,dod_o,BitFit,usleep,usleep,8,0,42,done
49,CBikkfoa,dod_o,BitFit,usleep,usleep,8,1,42,done
50,CBikkfoa,dod_o,BitFit,usleep,usleep,8,2,42,done
51,CBikkfoa,dod_o,BitFit,usleep,usleep,8,3,42,done
52,CBikkfoa,dod_o,BitFit,usleep,usleep,8,4,42,done
53,CBikkfoa,dod_o,BitFit,usleep,usleep,8,5,42,done
54,CBikkfoa,dod_o,BitFit,usleep,usleep,8,6,42,done
55,CBikkfoa,dod_o,BitFit,usleep,usleep,8,7,42,done
56,un1zwL43,dod_o,BitFit,usleep,usleep,16,0,42,done
57,un1zwL43,dod_o,BitFit,usleep,usleep,16,1,42,done
58,un1zwL43,dod_o,BitFit,usleep,usleep,16,2,42,done
59,un1zwL43,dod_o,BitFit,usleep,usleep,16,3,42,done
60,un1zwL43,dod_o,BitFit,usleep,usleep,16,4,42,done
61,un1zwL43,dod_o,BitFit,usleep,usleep,16,5,42,done
62,un1zwL43,dod_o,BitFit,usleep,usleep,16,6,42,done
63,un1zwL43,dod_o,BitFit,usleep,usleep,16,7,42,done
64,er5FQHOu,dod_o,BitFit,usleep,usleep,32,0,42,done
65,er5FQHOu,dod_o,BitFit,usleep,usleep,32,1,42,done
66,er5FQHOu,dod_o,BitFit,usleep,usleep,32,2,42,done
67,er5FQHOu,dod_o,BitFit,usleep,usleep,32,3,42,done
68,er5FQHOu,dod_o,BitFit,usleep,usleep,32,4,42,done
69,er5FQHOu,dod_o,BitFit,usleep,usleep,32,5,42,done
70,er5FQHOu,dod_o,BitFit,usleep,usleep,32,6,42,done
71,er5FQHOu,dod_o,BitFit,usleep,usleep,32,7,42,done
72,LtsJidAi,dod_o,BitFit,usleep,usleep,,0,42,done
73,LtsJidAi,dod_o,BitFit,usleep,usleep,,1,42,done
74,LtsJidAi,dod_o,BitFit,usleep,usleep,,2,42,done
75,LtsJidAi,dod_o,BitFit,usleep,usleep,,3,42,done
76,LtsJidAi,dod_o,BitFit,usleep,usleep,,4,42,done
77,LtsJidAi,dod_o,BitFit,usleep,usleep,,5,42,done
78,LtsJidAi,dod_o,BitFit,usleep,usleep,,6,42,done
79,LtsJidAi,dod_o,BitFit,usleep,usleep,,7,42,done
80,fU4dmmJf,dod_o,Fish10,usleep,usleep,4,0,42,done
81,fU4dmmJf,dod_o,Fish10,usleep,usleep,4,1,42,done
82,fU4dmmJf,dod_o,Fish10,usleep,usleep,4,2,42,done
83,fU4dmmJf,dod_o,Fish10,usleep,usleep,4,3,42,done
84,fU4dmmJf,dod_o,Fish10,usleep,usleep,4,4,42,done
85,fU4dmmJf,dod_o,Fish10,usleep,usleep,4,5,42,done
86,fU4dmmJf,dod_o,Fish10,usleep,usleep,4,6,42,done
87,fU4dmmJf,dod_o,Fish10,usleep,usleep,4,7,42,done
88,1eypCVZxb,dod_o,Fish10,usleep,usleep,8,0,42,done
89,1eypCVZxb,dod_o,Fish10,usleep,usleep,8,1,42,done
90,1eypCVZxb,dod_o,Fish10,usleep,usleep,8,2,42,done
91,1eypCVZxb,dod_o,Fish10,usleep,usleep,8,3,42,done
92,1eypCVZxb,dod_o,Fish10,usleep,usleep,8,4,42,done
93,1eypCVZxb,dod_o,Fish10,usleep,usleep,8,5,42,done
94,1eypCVZxb,dod_o,Fish10,usleep,usleep,8,6,42,done
95,1eypCVZxb,dod_o,Fish10,usleep,usleep,8,7,42,done
96,15e31FCnj,dod_o,Fish10,usleep,usleep,16,0,42,done
97,15e31FCnj,dod_o,Fish10,usleep,usleep,16,1,42,done
98,15e31FCnj,dod_o,Fish10,usleep,usleep,16,2,42,done
99,15e31FCnj,dod_o,Fish10,usleep,usleep,16,3,42,done
100,15e31FCnj,dod_o,Fish10,usleep,usleep,16,4,42,done
101,15e31FCnj,dod_o,Fish10,usleep,usleep,16,5,42,done
102,15e31FCnj,dod_o,Fish10,usleep,usleep,16,6,42,done
103,15e31FCnj,dod_o,Fish10,usleep,usleep,16,7,42,done
104,vyjRIoiz,dod_o,Fish10,usleep,usleep,32,0,42,done
105,vyjRIoiz,dod_o,Fish10,usleep,usleep,32,1,42,done
106,vyjRIoiz,dod_o,Fish10,usleep,usleep,32,2,42,done
107,vyjRIoiz,dod_o,Fish10,usleep,usleep,32,3,42,done
108,vyjRIoiz,dod_o,Fish10,usleep,usleep,32,4,42,done
109,vyjRIoiz,dod_o,Fish10,usleep,usleep,32,5,42,done
110,vyjRIoiz,dod_o,Fish10,usleep,usleep,32,6,42,done
111,vyjRIoiz,dod_o,Fish10,usleep,usleep,32,7,42,done
112,CuvbrGYy,dod_o,Fish10,usleep,usleep,,0,42,done
113,CuvbrGYy,dod_o,Fish10,usleep,usleep,,1,42,done
114,CuvbrGYy,dod_o,Fish10,usleep,usleep,,2,42,done
115,CuvbrGYy,dod_o,Fish10,usleep,usleep,,3,42,done
116,CuvbrGYy,dod_o,Fish10,usleep,usleep,,4,42,done
117,CuvbrGYy,dod_o,Fish10,usleep,usleep,,5,42,done
118,CuvbrGYy,dod_o,Fish10,usleep,usleep,,6,42,done
119,CuvbrGYy,dod_o,Fish10,usleep,usleep,,7,42,done
120,18WPc0zQ1,dod_o,Fish20,usleep,usleep,4,0,42,done
121,18WPc0zQ1,dod_o,Fish20,usleep,usleep,4,1,42,done
122,18WPc0zQ1,dod_o,Fish20,usleep,usleep,4,2,42,done
123,18WPc0zQ1,dod_o,Fish20,usleep,usleep,4,3,42,done
124,18WPc0zQ1,dod_o,Fish20,usleep,usleep,4,4,42,done
125,18WPc0zQ1,dod_o,Fish20,usleep,usleep,4,5,42,done
126,18WPc0zQ1,dod_o,Fish20,usleep,usleep,4,6,42,done
127,18WPc0zQ1,dod_o,Fish20,usleep,usleep,4,7,42,done
128,qTCoAYWh,dod_o,Fish20,usleep,usleep,8,0,42,done
129,qTCoAYWh,dod_o,Fish20,usleep,usleep,8,1,42,done
130,qTCoAYWh,dod_o,Fish20,usleep,usleep,8,2,42,done
131,qTCoAYWh,dod_o,Fish20,usleep,usleep,8,3,42,done
132,qTCoAYWh,dod_o,Fish20,usleep,usleep,8,4,42,done
133,qTCoAYWh,dod_o,Fish20,usleep,usleep,8,5,42,done
134,qTCoAYWh,dod_o,Fish20,usleep,usleep,8,6,42,done
135,qTCoAYWh,dod_o,Fish20,usleep,usleep,8,7,42,done
136,WnreLU16,dod_o,Fish20,usleep,usleep,16,0,42,done
137,WnreLU16,dod_o,Fish20,usleep,usleep,16,1,42,done
138,WnreLU16,dod_o,Fish20,usleep,usleep,16,2,42,done
139,WnreLU16,dod_o,Fish20,usleep,usleep,16,3,42,done
140,WnreLU16,dod_o,Fish20,usleep,usleep,16,4,42,done
141,WnreLU16,dod_o,Fish20,usleep,usleep,16,5,42,done
142,WnreLU16,dod_o,Fish20,usleep,usleep,16,6,42,done
143,WnreLU16,dod_o,Fish20,usleep,usleep,16,7,42,done
144,wmYCZ8aX,dod_o,Fish20,usleep,usleep,32,0,42,done
145,wmYCZ8aX,dod_o,Fish20,usleep,usleep,32,1,42,done
146,wmYCZ8aX,dod_o,Fish20,usleep,usleep,32,2,42,done
147,wmYCZ8aX,dod_o,Fish20,usleep,usleep,32,3,42,done
148,wmYCZ8aX,dod_o,Fish20,usleep,usleep,32,4,42,done
149,wmYCZ8aX,dod_o,Fish20,usleep,usleep,32,5,42,done
150,wmYCZ8aX,dod_o,Fish20,usleep,usleep,32,6,42,done
151,wmYCZ8aX,dod_o,Fish20,usleep,usleep,32,7,42,done
152,n1uLbjdc,dod_o,Fish20,usleep,usleep,,0,42,done
153,n1uLbjdc,dod_o,Fish20,usleep,usleep,,1,42,done
154,n1uLbjdc,dod_o,Fish20,usleep,usleep,,2,42,done
155,n1uLbjdc,dod_o,Fish20,usleep,usleep,,3,42,done
156,n1uLbjdc,dod_o,Fish20,usleep,usleep,,4,42,done
157,n1uLbjdc,dod_o,Fish20,usleep,usleep,,5,42,done
158,n1uLbjdc,dod_o,Fish20,usleep,usleep,,6,42,done
159,n1uLbjdc,dod_o,Fish20,usleep,usleep,,7,42,done
160,RJokBIb9,dod_o,Fish50,usleep,usleep,4,0,42,done
161,RJokBIb9,dod_o,Fish50,usleep,usleep,4,1,42,done
162,RJokBIb9,dod_o,Fish50,usleep,usleep,4,2,42,done
163,RJokBIb9,dod_o,Fish50,usleep,usleep,4,3,42,done
164,RJokBIb9,dod_o,Fish50,usleep,usleep,4,4,42,done
165,RJokBIb9,dod_o,Fish50,usleep,usleep,4,5,42,done
166,RJokBIb9,dod_o,Fish50,usleep,usleep,4,6,42,done
167,RJokBIb9,dod_o,Fish50,usleep,usleep,4,7,42,done
168,K7PtNpPx,dod_o,Fish50,usleep,usleep,8,0,42,done
169,K7PtNpPx,dod_o,Fish50,usleep,usleep,8,1,42,done
170,K7PtNpPx,dod_o,Fish50,usleep,usleep,8,2,42,done
171,K7PtNpPx,dod_o,Fish50,usleep,usleep,8,3,42,done
172,K7PtNpPx,dod_o,Fish50,usleep,usleep,8,4,42,done
173,K7PtNpPx,dod_o,Fish50,usleep,usleep,8,5,42,done
174,K7PtNpPx,dod_o,Fish50,usleep,usleep,8,6,42,done
175,K7PtNpPx,dod_o,Fish50,usleep,usleep,8,7,42,done
176,yUbKaPEg,dod_o,Fish50,usleep,usleep,16,0,42,done
177,yUbKaPEg,dod_o,Fish50,usleep,usleep,16,1,42,done
178,yUbKaPEg,dod_o,Fish50,usleep,usleep,16,2,42,done
179,yUbKaPEg,dod_o,Fish50,usleep,usleep,16,3,42,done
180,yUbKaPEg,dod_o,Fish50,usleep,usleep,16,4,42,done
181,yUbKaPEg,dod_o,Fish50,usleep,usleep,16,5,42,done
182,yUbKaPEg,dod_o,Fish50,usleep,usleep,16,6,42,done
183,yUbKaPEg,dod_o,Fish50,usleep,usleep,16,7,42,done
184,PXIQMGh5,dod_o,Fish50,usleep,usleep,32,0,42,done
185,PXIQMGh5,dod_o,Fish50,usleep,usleep,32,1,42,done
186,PXIQMGh5,dod_o,Fish50,usleep,usleep,32,2,42,done
187,PXIQMGh5,dod_o,Fish50,usleep,usleep,32,3,42,done
188,PXIQMGh5,dod_o,Fish50,usleep,usleep,32,4,42,done
189,PXIQMGh5,dod_o,Fish50,usleep,usleep,32,5,42,done
190,PXIQMGh5,dod_o,Fish50,usleep,usleep,32,6,42,done
191,PXIQMGh5,dod_o,Fish50,usleep,usleep,32,7,42,done
192,1EdmGEy2,dod_o,Fish50,usleep,usleep,,0,42,done
193,1EdmGEy2,dod_o,Fish50,usleep,usleep,,1,42,done
194,1EdmGEy2,dod_o,Fish50,usleep,usleep,,2,42,done
195,1EdmGEy2,dod_o,Fish50,usleep,usleep,,3,42,done
196,1EdmGEy2,dod_o,Fish50,usleep,usleep,,4,42,done
197,1EdmGEy2,dod_o,Fish50,usleep,usleep,,5,42,done
198,1EdmGEy2,dod_o,Fish50,usleep,usleep,,6,42,done
199,1EdmGEy2,dod_o,Fish50,usleep,usleep,,7,42,done
200,1deAvIO7H,dod_o,Full,usleep,usleep,4,0,42,done
201,1deAvIO7H,dod_o,Full,usleep,usleep,4,1,42,done
202,1deAvIO7H,dod_o,Full,usleep,usleep,4,2,42,done
203,1deAvIO7H,dod_o,Full,usleep,usleep,4,3,42,done
204,1deAvIO7H,dod_o,Full,usleep,usleep,4,4,42,done
205,1deAvIO7H,dod_o,Full,usleep,usleep,4,5,42,done
206,1deAvIO7H,dod_o,Full,usleep,usleep,4,6,42,done
207,1deAvIO7H,dod_o,Full,usleep,usleep,4,7,42,done
208,SD9MvVNz,dod_o,Full,usleep,usleep,8,0,42,done
209,SD9MvVNz,dod_o,Full,usleep,usleep,8,1,42,done
210,SD9MvVNz,dod_o,Full,usleep,usleep,8,2,42,done
211,SD9MvVNz,dod_o,Full,usleep,usleep,8,3,42,done
212,SD9MvVNz,dod_o,Full,usleep,usleep,8,4,42,done
213,SD9MvVNz,dod_o,Full,usleep,usleep,8,5,42,done
214,SD9MvVNz,dod_o,Full,usleep,usleep,8,6,42,done
215,SD9MvVNz,dod_o,Full,usleep,usleep,8,7,42,done
216,GETSDcr8,dod_o,Full,usleep,usleep,16,0,42,done
217,GETSDcr8,dod_o,Full,usleep,usleep,16,1,42,done
218,GETSDcr8,dod_o,Full,usleep,usleep,16,2,42,done
219,GETSDcr8,dod_o,Full,usleep,usleep,16,3,42,done
220,GETSDcr8,dod_o,Full,usleep,usleep,16,4,42,done
221,GETSDcr8,dod_o,Full,usleep,usleep,16,5,42,done
222,GETSDcr8,dod_o,Full,usleep,usleep,16,6,42,done
223,GETSDcr8,dod_o,Full,usleep,usleep,16,7,42,done
224,FVekbrfY,dod_o,Full,usleep,usleep,32,0,42,done
225,FVekbrfY,dod_o,Full,usleep,usleep,32,1,42,done
226,FVekbrfY,dod_o,Full,usleep,usleep,32,2,42,done
227,FVekbrfY,dod_o,Full,usleep,usleep,32,3,42,done
228,FVekbrfY,dod_o,Full,usleep,usleep,32,4,42,done
229,FVekbrfY,dod_o,Full,usleep,usleep,32,5,42,done
230,FVekbrfY,dod_o,Full,usleep,usleep,32,6,42,done
231,FVekbrfY,dod_o,Full,usleep,usleep,32,7,42,done
232,1e4awbiUC,dod_o,Full,usleep,usleep,,0,42,done
233,1e4awbiUC,dod_o,Full,usleep,usleep,,1,42,done
234,1e4awbiUC,dod_o,Full,usleep,usleep,,2,42,done
235,1e4awbiUC,dod_o,Full,usleep,usleep,,3,42,done
236,1e4awbiUC,dod_o,Full,usleep,usleep,,4,42,done
237,1e4awbiUC,dod_o,Full,usleep,usleep,,5,42,done
238,1e4awbiUC,dod_o,Full,usleep,usleep,,6,42,done
239,1e4awbiUC,dod_o,Full,usleep,usleep,,7,42,done
240,QkTZIcYd,dod_o,LoRA10,usleep,usleep,4,0,42,done
241,QkTZIcYd,dod_o,LoRA10,usleep,usleep,4,1,42,done
242,QkTZIcYd,dod_o,LoRA10,usleep,usleep,4,2,42,done
243,QkTZIcYd,dod_o,LoRA10,usleep,usleep,4,3,42,done
244,QkTZIcYd,dod_o,LoRA10,usleep,usleep,4,4,42,done
245,QkTZIcYd,dod_o,LoRA10,usleep,usleep,4,5,42,done
246,QkTZIcYd,dod_o,LoRA10,usleep,usleep,4,6,42,done
247,QkTZIcYd,dod_o,LoRA10,usleep,usleep,4,7,42,done
248,12xUOPWfG,dod_o,LoRA10,usleep,usleep,8,0,42,done
249,12xUOPWfG,dod_o,LoRA10,usleep,usleep,8,1,42,done
250,12xUOPWfG,dod_o,LoRA10,usleep,usleep,8,2,42,done
251,12xUOPWfG,dod_o,LoRA10,usleep,usleep,8,3,42,done
252,12xUOPWfG,dod_o,LoRA10,usleep,usleep,8,4,42,done
253,12xUOPWfG,dod_o,LoRA10,usleep,usleep,8,5,42,done
254,12xUOPWfG,dod_o,LoRA10,usleep,usleep,8,6,42,done
255,12xUOPWfG,dod_o,LoRA10,usleep,usleep,8,7,42,done
256,IOyvpCpJ,dod_o,LoRA10,usleep,usleep,16,0,42,done
257,IOyvpCpJ,dod_o,LoRA10,usleep,usleep,16,1,42,done
258,IOyvpCpJ,dod_o,LoRA10,usleep,usleep,16,2,42,done
259,IOyvpCpJ,dod_o,LoRA10,usleep,usleep,16,3,42,done
260,IOyvpCpJ,dod_o,LoRA10,usleep,usleep,16,4,42,done
261,IOyvpCpJ,dod_o,LoRA10,usleep,usleep,16,5,42,done
262,IOyvpCpJ,dod_o,LoRA10,usleep,usleep,16,6,42,done
263,IOyvpCpJ,dod_o,LoRA10,usleep,usleep,16,7,42,done
264,PQPgllld,dod_o,LoRA10,usleep,usleep,32,0,42,done
265,PQPgllld,dod_o,LoRA10,usleep,usleep,32,1,42,done
266,PQPgllld,dod_o,LoRA10,usleep,usleep,32,2,42,done
267,PQPgllld,dod_o,LoRA10,usleep,usleep,32,3,42,done
268,PQPgllld,dod_o,LoRA10,usleep,usleep,32,4,42,done
269,PQPgllld,dod_o,LoRA10,usleep,usleep,32,5,42,done
270,PQPgllld,dod_o,LoRA10,usleep,usleep,32,6,42,done
271,PQPgllld,dod_o,LoRA10,usleep,usleep,32,7,42,done
272,1WzYXEB2,dod_o,LoRA10,usleep,usleep,,0,42,done
273,1WzYXEB2,dod_o,LoRA10,usleep,usleep,,1,42,done
274,1WzYXEB2,dod_o,LoRA10,usleep,usleep,,2,42,done
275,1WzYXEB2,dod_o,LoRA10,usleep,usleep,,3,42,done
276,1WzYXEB2,dod_o,LoRA10,usleep,usleep,,4,42,done
277,1WzYXEB2,dod_o,LoRA10,usleep,usleep,,5,42,done
278,1WzYXEB2,dod_o,LoRA10,usleep,usleep,,6,42,done
279,1WzYXEB2,dod_o,LoRA10,usleep,usleep,,7,42,done
280,1cLzrBJLm,dod_o,LoRA20,usleep,usleep,4,0,42,done
281,1cLzrBJLm,dod_o,LoRA20,usleep,usleep,4,1,42,done
282,1cLzrBJLm,dod_o,LoRA20,usleep,usleep,4,2,42,done
283,1cLzrBJLm,dod_o,LoRA20,usleep,usleep,4,3,42,done
284,1cLzrBJLm,dod_o,LoRA20,usleep,usleep,4,4,42,done
285,1cLzrBJLm,dod_o,LoRA20,usleep,usleep,4,5,42,done
286,1cLzrBJLm,dod_o,LoRA20,usleep,usleep,4,6,42,done
287,1cLzrBJLm,dod_o,LoRA20,usleep,usleep,4,7,42,done
288,j6vgMUIq,dod_o,LoRA20,usleep,usleep,8,0,42,done
289,j6vgMUIq,dod_o,LoRA20,usleep,usleep,8,1,42,done
290,j6vgMUIq,dod_o,LoRA20,usleep,usleep,8,2,42,done
291,j6vgMUIq,dod_o,LoRA20,usleep,usleep,8,3,42,done
292,j6vgMUIq,dod_o,LoRA20,usleep,usleep,8,4,42,done
293,j6vgMUIq,dod_o,LoRA20,usleep,usleep,8,5,42,done
294,j6vgMUIq,dod_o,LoRA20,usleep,usleep,8,6,42,done
295,j6vgMUIq,dod_o,LoRA20,usleep,usleep,8,7,42,done
296,12SUnwrLY,dod_o,LoRA20,usleep,usleep,16,0,42,done
297,12SUnwrLY,dod_o,LoRA20,usleep,usleep,16,1,42,done
298,12SUnwrLY,dod_o,LoRA20,usleep,usleep,16,2,42,done
299,12SUnwrLY,dod_o,LoRA20,usleep,usleep,16,3,42,done
300,12SUnwrLY,dod_o,LoRA20,usleep,usleep,16,4,42,done
301,12SUnwrLY,dod_o,LoRA20,usleep,usleep,16,5,42,done
302,12SUnwrLY,dod_o,LoRA20,usleep,usleep,16,6,42,done
303,12SUnwrLY,dod_o,LoRA20,usleep,usleep,16,7,42,done
304,NQa10Gey,dod_o,LoRA20,usleep,usleep,32,0,42,done
305,NQa10Gey,dod_o,LoRA20,usleep,usleep,32,1,42,done
306,NQa10Gey,dod_o,LoRA20,usleep,usleep,32,2,42,done
307,NQa10Gey,dod_o,LoRA20,usleep,usleep,32,3,42,done
308,NQa10Gey,dod_o,LoRA20,usleep,usleep,32,4,42,done
309,NQa10Gey,dod_o,LoRA20,usleep,usleep,32,5,42,done
310,NQa10Gey,dod_o,LoRA20,usleep,usleep,32,6,42,done
311,NQa10Gey,dod_o,LoRA20,usleep,usleep,32,7,42,done
312,zdxy17va,dod_o,LoRA20,usleep,usleep,,0,42,done
313,zdxy17va,dod_o,LoRA20,usleep,usleep,,1,42,done
314,zdxy17va,dod_o,LoRA20,usleep,usleep,,2,42,done
315,zdxy17va,dod_o,LoRA20,usleep,usleep,,3,42,done
316,zdxy17va,dod_o,LoRA20,usleep,usleep,,4,42,done
317,zdxy17va,dod_o,LoRA20,usleep,usleep,,5,42,done
318,zdxy17va,dod_o,LoRA20,usleep,usleep,,6,42,done
319,zdxy17va,dod_o,LoRA20,usleep,usleep,,7,42,done
320,WhImBH9c,dod_o,LoRA50,usleep,usleep,4,0,42,done
321,WhImBH9c,dod_o,LoRA50,usleep,usleep,4,1,42,done
322,WhImBH9c,dod_o,LoRA50,usleep,usleep,4,2,42,done
323,WhImBH9c,dod_o,LoRA50,usleep,usleep,4,3,42,done
324,WhImBH9c,dod_o,LoRA50,usleep,usleep,4,4,42,done
325,WhImBH9c,dod_o,LoRA50,usleep,usleep,4,5,42,done
326,WhImBH9c,dod_o,LoRA50,usleep,usleep,4,6,42,done
327,WhImBH9c,dod_o,LoRA50,usleep,usleep,4,7,42,done
328,JGQOrWXL,dod_o,LoRA50,usleep,usleep,8,0,42,done
329,JGQOrWXL,dod_o,LoRA50,usleep,usleep,8,1,42,done
330,JGQOrWXL,dod_o,LoRA50,usleep,usleep,8,2,42,done
331,JGQOrWXL,dod_o,LoRA50,usleep,usleep,8,3,42,done
332,JGQOrWXL,dod_o,LoRA50,usleep,usleep,8,4,42,done
333,JGQOrWXL,dod_o,LoRA50,usleep,usleep,8,5,42,done
334,JGQOrWXL,dod_o,LoRA50,usleep,usleep,8,6,42,done
335,JGQOrWXL,dod_o,LoRA50,usleep,usleep,8,7,42,done
336,We2N6b1k,dod_o,LoRA50,usleep,usleep,16,0,42,done
337,We2N6b1k,dod_o,LoRA50,usleep,usleep,16,1,42,done
338,We2N6b1k,dod_o,LoRA50,usleep,usleep,16,2,42,done
339,We2N6b1k,dod_o,LoRA50,usleep,usleep,16,3,42,done
340,We2N6b1k,dod_o,LoRA50,usleep,usleep,16,4,42,done
341,We2N6b1k,dod_o,LoRA50,usleep,usleep,16,5,42,done
342,We2N6b1k,dod_o,LoRA50,usleep,usleep,16,6,42,done
343,We2N6b1k,dod_o,LoRA50,usleep,usleep,16,7,42,done
344,y75s9in8,dod_o,LoRA50,usleep,usleep,32,0,42,done
345,y75s9in8,dod_o,LoRA50,usleep,usleep,32,1,42,done
346,y75s9in8,dod_o,LoRA50,usleep,usleep,32,2,42,done
347,y75s9in8,dod_o,LoRA50,usleep,usleep,32,3,42,done
348,y75s9in8,dod_o,LoRA50,usleep,usleep,32,4,42,done
349,y75s9in8,dod_o,LoRA50,usleep,usleep,32,5,42,done
350,y75s9in8,dod_o,LoRA50,usleep,usleep,32,6,42,done
351,y75s9in8,dod_o,LoRA50,usleep,usleep,32,7,42,done
352,0dw2lF2S,dod_o,LoRA50,usleep,usleep,,0,42,done
353,0dw2lF2S,dod_o,LoRA50,usleep,usleep,,1,42,done
354,0dw2lF2S,dod_o,LoRA50,usleep,usleep,,2,42,done
355,0dw2lF2S,dod_o,LoRA50,usleep,usleep,,3,42,done
356,0dw2lF2S,dod_o,LoRA50,usleep,usleep,,4,42,done
357,0dw2lF2S,dod_o,LoRA50,usleep,usleep,,5,42,done
358,0dw2lF2S,dod_o,LoRA50,usleep,usleep,,6,42,done
359,0dw2lF2S,dod_o,LoRA50,usleep,usleep,,7,42,done
360,wJFs5GtG,dod_o,PCA10,usleep,usleep,4,0,42,done
361,wJFs5GtG,dod_o,PCA10,usleep,usleep,4,1,42,done
362,wJFs5GtG,dod_o,PCA10,usleep,usleep,4,2,42,done
363,wJFs5GtG,dod_o,PCA10,usleep,usleep,4,3,42,done
364,wJFs5GtG,dod_o,PCA10,usleep,usleep,4,4,42,done
365,wJFs5GtG,dod_o,PCA10,usleep,usleep,4,5,42,done
366,wJFs5GtG,dod_o,PCA10,usleep,usleep,4,6,42,done
367,wJFs5GtG,dod_o,PCA10,usleep,usleep,4,7,42,done
368,1biFzeboz,dod_o,PCA10,usleep,usleep,8,0,42,done
369,1biFzeboz,dod_o,PCA10,usleep,usleep,8,1,42,done
370,1biFzeboz,dod_o,PCA10,usleep,usleep,8,2,42,done
371,1biFzeboz,dod_o,PCA10,usleep,usleep,8,3,42,done
372,1biFzeboz,dod_o,PCA10,usleep,usleep,8,4,42,done
373,1biFzeboz,dod_o,PCA10,usleep,usleep,8,5,42,done
374,1biFzeboz,dod_o,PCA10,usleep,usleep,8,6,42,done
375,1biFzeboz,dod_o,PCA10,usleep,usleep,8,7,42,done
376,SoL8ft61,dod_o,PCA10,usleep,usleep,16,0,42,done
377,SoL8ft61,dod_o,PCA10,usleep,usleep,16,1,42,done
378,SoL8ft61,dod_o,PCA10,usleep,usleep,16,2,42,done
